subID,subName
NÆR504M,Life Cycle Nutrition
ASK201F,The Role and Policymaking of International Institutions
ÍET102M,Classic Stories
VIÐ278F,Applied Statistics
JAR414M,General Oceanography 1
JAR603M,Advanced petrology
STJ026F,Small States Summer School 2024 - Small States and the Current Security Challenges in the North Atlantic
LYF403G,Pharmaceutical Analysis
EÐL209M,Statistical Methods in Data Analysis
ÞJÓ323G,Oral Tradition in Sagas and Eddas
STJ203F,Qualitative Research Methods
IÐN201G,Operations in Organizations
FÉL448G,Project in Sociology
VIÐ178F,The leader and servant leadership
LÆK405F,Neurology
NSR441L,MA Thesis in Career Counselling and Guidance
NSR561L,Ph.D. Thesis in Career Counselling and Guidance
EÐL013G,Workshop for 1st year physics students
EÐL261L,Research Project in Physics
SAF019F,Introduction into Curating
FÉL331G,Project in Sociology
STJ206G,Political Theory: Concepts and ideology
LÝÐ107F,Epidemiology - a quantitative methodology
SAF441L,MA Thesis in Museum Studies
SAF561L,Ph.D. Thesis in Museum Studies
LYF407G,Immunology
HMM235F,Radio production and podcasting
MAN203G,The history of theory in Anthropology
LÆK617G,Biostatistics
EFN261L,Research Project in Chemistry
FÉL0A4F,Crime in Iceland
EÐL262L,Final project
ÍTA329G,Italian Grammar III
VIÐ1A6F,Research methods
VIÐ604M,Financial Statements B
LYF408G,Pharmaceutical Analysis Laboratory and Physical Pharmacy
ÍTA422G,Translation and Linguistics
LÖG403G,Tort and Insurance Law II
UAU213M,Sustainable Energy Options
ÍTA248G,Introduction to Italian Literature
FRG127F,Integrated services for children: Legislation on wellbeing
SPÆ104G,Spanish for Tourism and Business
VIÐ272F,Practical case studies in finance
UPP441L,MA Thesis in Information Science
VIÐ401G,Financial Accounting
ÍTA250G,Language Usage and Oral Expression II
UPP561L,Ph.D. Thesis in Information Science
FÉL449G,Project in Sociology
LÆK616F,Emergency Medicine
VIÐ290F,Performance measurement and management
HSP103G,Introduction to Philosophy
LÖG201G,Constitutional Law and Introduction to International Law
LIS610M,"The Art Museum: Ideology, History and Future"
JAP404G,Written Japanese Language IV
KEN302G,Vocational pedagogy – part 1
VIÐ296F,International Taxation and Transfer-Pricing Methods
ÍÞH004G,Team handball
ÞJÓ261L,BA Thesis in Folkloristics
ÞJÓ241L,BA Thesis in Folkloristics
STJ439G,Introduction to Security Studies
FER208L,BS-project  in tourism (in pairs)
SÆN112G,Practical Swedish
HÍT503M,Nutrition in performance sports
FER209L,BS-project  in tourism (individual)
LÖG202F,Law of Corporations II
ÞJÓ431L,MA Thesis in Applied Folkloristics
KEN303G,Vocational teaching – practicum part 1
HSP104G,Ancient Philosophy
HSP203G,Modern Philosophy
HSP304G,Epistemology
SAG272G,"Democracy, Industrial Revolution, Colonialism - Global History III"
MAN344G,"Nationality, migrants and transnationalism"
VIÐ177F,Consolidated Financial Statements
LAN218L,BS-verkefni í geography (in pairs)
SÁL202G,Physiological Psychology
VIÐ180F,International Business
LÖG206F,Bankruptcy Proceedings and Administration
TUG101G,Computer Programming I
EFN612M,Molecular spectroscopy and reaction dynamics
FOR103G,Introduction to Archaeology
STJ208G,Data Literacy and Visualization
FOR204G,Prehistory
FOR101G,Methods I
FOR303G,Artefact Studies
LÍF265L,Research Project in Biology
VIÐ186F,Theoretical Foundations of Innovation and Entrepreneurship
TÖL101G,Computer Science 1
VIÐ187F,Corporate and investment valuation
LÍF266L,Research project in molecular biology
SPÆ306G,Spanish Grammar III
JEÐ507M,Geophysical Exploration B
VIÐ190F,Change Management
GSL309G,Clinical Radiography 2
FÉL306G,Statistics I: Introduction
LÍF315G,Cell Biology
GSL105G,Medical imaging 1
GSL508G,Clinical Radiography 4
SJÚ505G,Documentation for Physical Therapy
LÍF542G,Field course in ecology - B
VIÐ505G,Financial Markets
MAT507M,Food Engineering
VIÐ526G,Marketing Communications
VIÐ525G,Methodology
VIÐ264L,BS Thesis
LSS105G,The local environment as a source for learning
SFG003F,Sustainability education and leadership
NÆR0AMF,Forum for post graduate students in nutrition - I
KEN402G,Vocational pedagogy – part 2
POL105G,Polish Culture and History I
MON102G,"Food, nutrition and sustainability"
INT102G,Academic skills
SNU012M,Social Innovation and creative learning
VIÐ193F,International Human Resource Management
LAN417F,Environmental and social responsibility in tourism
LÖG180F,Law of Securities
ÞRS212G,Disability and the life course
VIÐ195F,E Business and Digital marketing
VIÐ196F,Business Ethics
FRG238F,Case management and interdisciplinary collaboration: A new way of working for children
VIÐ191F,Business Ethics
TÖL108G,"Computers, operating systems and digital literacy basics"
TUG302G,Circuit Theory I
VIÐ197F,Business Ethics
TUG303G,Chemistry Fundamentals (Foundation) II
VIÐ1A2F,Robotic Process Automation
TUG304G,Circuit Theory II
TUG201G,Computer Programming II
DAN206G,Danish Literature of the 20th Century
JEÐ506M,Geophysical Exploration A
LÖG404G,Property law II
LÖG405G,Administrative Law II
KÍN105G,Chinese Language Usage I
VIÐ288F,Diversity and Inclusion in Organizations
LÆK415G,Immunology
FÉL429F,Mastering the Master’s level II: Navigating the final mile
ÍÞH210F,Practical research methods in sports- and health science
ÞJÓ442G,Workshop for BA theses in Folkloristics/Ethnology II
ÞJÓ441L,MA Thesis in Folkloristics/Ethnology
ÞJÓ442L,MA Thesis in Old Nordic Religion
VIÐ1A3F,Auditing and review of information systems
FER409G,Theories in Tourism
FER614G,Career development in tourism
VIÐ1A4F,Auditing processes I
VIÐ1A8F,"People, physical evidence, and Processes"
LAN622G,Protected areas and management
UAU214M,Conservation Biology
SAG201F,New researches in history
SJÚ104F,Musculoskeletal physiotherapy III
IÐN403M,Simulation
ÍÞH050F,Advanced exercise prescription
HSP722M,Ethics of nature
HJÚ409G,Pharmacology
LÍF403G,Evolutionary Biology
VIÐ267F,Financial Models in Excel
LÆK306F,Ophthalmology
LÍF616G,Excursion Abroad
VIÐ275F,Human Resource Development
VIÐ269F,Brand Management
HSP823M,Bioethics and Ethics of Medicine
ABF438G,"Fairies, Monsters, and Dragons in Western Literature"
LÍF039L,Research project in biology for foreign students
RIT805F,Workshop: Publication
HSP806F,Ethics of Science and Research
VIÐ265F,Strategic Management
ÞÝÐ803F,Applied Translations
POL102G,Practical Language I
TSM101G,Professional Identity
EÐL101G,Physics B
EÐL107G,Physics 1 R
VIÐ174F,Managing Services
POL104G,"Grammar, Reading and Writing I"
FOR701M,Thirteen Things. Historical and Contemporary Approaches to Everyday Objects
FRA021G,Directed Study – French for International Relations
VIÐ277F,Organizational project management and international projects
HSP809F,MA research project
LÍF201M,Sjávarvistfræði
VIÐ284F,Negotiation
VIÐ295F,Government auditing and financing
LÍF644M,Molecular Genetics
HJÚ212G,Physiology I
LÖG210F,Tort and Insurance Law III
LÖG219F,European Human Rights Law
FRG412G,Health Social Work
SÁL244F,Behavior analysis and learning
MBA107F,Financial statement analysis
MBA115F,Innovation
MBA224F,Sustainability in business operations
HMM220F,Creative Documentary
FOR702F,Archaeological Survey
LÍF614M,Cell Biology II
RAF302G,Electrical Measurements
RAF305G,Signals and Systems - Lab
MAU431L,MS Thesis
MBA119F,Negotiating skills
RAF506G,"Electrical system of a racing car, part A"
ÍÞH209F,Health promotion
RIT830F,Workshop: Still traveling
SÁL329F,Empirically developed teaching methods B
VIÐ505M,Financial Statements A
INT503G,The role of language in intercultural communication
ÍÞH048F,Psychology and ethics in sport and exercise
KÍN204G,Chinese Language Usage II
VIÐ204G,Management Accounting
VIÐ279F,Marketing Research (Master's Programme)
TÖV302G,Computer Organization - Lab
HAG209G,Macroeconomics II
FFR302M,"The Life Span, Self and Society"
FMÞ102F,Theories in Social and human Sciences
FÉL035G,Rural communities in Iceland: An international perspective
VIÐ282F,Industrial and Organizational Psychology
INT502G,Navigating academic culture
KÍN407G,Chinese Language Usage IV
VIÐ283F,Strategy Execution and Performance
LÆK513F,Anaesthesia and Intensive Care
HJÚ214G,Statistics
EÐL208M,Quantum Field Theory
FOR709F,Theories in Humanities
KLM109G,Supervised Independent Study in Greek
ENS469G,English accents and dialects
KLM110G,Supervised Independent Study in Latin
IÐN302G,Information engineering
KLM111G,Supervised Independent Study in Greek
KLM112G,Supervised Independent Study in Latin
RIT720F,Workshop: Feed From the Past/Source of The Story
KLM114G,Supervised Independent Study in Classical Languages
KOR103G,Korean Society and Culture
ATF103F,Practicum in Applied Behavior Analysis 1
KLM210G,Supervised Independent Study in Latin
KLM212G,Supervised Independent Study in Greek
SAG333G,Freaks: Where are they to be found? – Studies of Marginalized Groups
KLM213G,Supervised Independent Study in Latin
KLM214G,Supervised Independent Study in Classical Languages
KLM215G,Supervised Independent Study in Classical Languages
VIÐ416G,Diversity Management and Inclusion
MVS211F,Research Ethics
KOR201G,Korean II
KOR203G,Individual Project
VÉL101G,Engineering Design Processes
VÉL064G,Internship for mechanical engineering
LSK009G,Music in early childhood
HAG606G,Econometrics III
VÉL303G,Thermodynamics and chemical reactions
SÁL416G,Perception and Cognition B
UAU206M,Environmental Economics
UAU112F,Sustainable energy development: energy economics and policy
SJÚ106G,Human growth and development
VON002G,Undirbúningur í efnafræði
VON003G,Undirbúningur í eðlisfræði
LÖG104G,Introduction to the Icelandic legal system
LEI112F,Seminar in Biomedical Science
LÖG110F,Themes on International and European Union Environmental Law
ÞRS308G,"Disability, health and functioning"
RAF403G,Electronics 1
RAF404G,Probabilistic Methods
RAF405G,Circuit Analysis and Synthesis - lab
RAF406G,Electronics 1 - lab
RAF407G,Probabilistic Methods - exercices
VIÐ294F,"Valuation technics, financial position and going concern."
RAF612G,"Electrical system of a racing car, part B"
FOR702M,Postmedieval archaeology
SÁL629G,History of Psychology
LEI210F,Seminar in Biomedical Science
ÍÞH054G,Basketball
RAF505M,Selected topics in Electrical and Computer Engineering
RAF507M,Medical Imaging Systems
LÖG240F,International Tax Law- special part
SÁL143F,Empirically developed teaching methods A
UGR205G,General Physics II for engineering technologists
ÞST401L,MS Thesis
STJ455G,"Questionnaires, data-analysis and inferences"
LAN212F,Geographical Information Systems 2
HJÚ243G,Research Methodology
RAF614M,Robotics and Computer Vision
SÁL245F,Ethics in applied behavior analysis
UAU240F,Interdisciplinary group project within renewable energy
ÞJÓ561L,Ph.D. Thesis in Folkloristics
UAU111F,Renewable energy: introduction
MAT703F,Marine resources
LÖG203G,Family and Inheritance Law
VST101L,MS Thesis
SJÚ407G,Assessment of functioning and disability
SSM431L,MS-Thesis
EVF501L,Final Project
JEÐ503M,Continuum Mechanics and Heat Transfer
TSM204G,Removable Prosthodontics I
ÍSE502G,Translation
UMV102G,The Engineering Profession and Responsibility of Engineers
ÞÝÐ029F,New Voices in Translation Studies
UMV502G,Engineering Hydraulics 1
OSS210F,Public Financial Management
ÞÝÐ904F,Research Project for MA-thesis
BYG202G,Technical Drawing
SAG716M,The Medieval North
BYG601G,Housing Construction
UMV201G,Hydrology
ÞÝÐ201G,Translation criticism and translation technology
TSM303G,Fixed Dental Prosthesis II
UMV402G,Environmental Technology
TÆK002G,Collage Algebra
MAL201F,Inclusive education: practicum II
VÉL103M,Computational Structural Mechanics
INT007F,Early Chinese philosophy of education 2: Daoism and Neo-Daoism
TÆK306G,Digital Circuits II
UMV502M,Environmental Engineering Lab
LIS004G,Western art from 1348–1848
POL205G,"Grammar, Reading and Writing II"
POL206G,Poland Today
RÚS308G,Russian Grammar III
HBV403G,Web Programming 2
LIS709F,Art and History: The formation of Artworlds
HBV404G,Industrial Software Engineering
TÖL105M,Computer Graphics
TÆK307G,Electronic Circuits
SJÚ608G,Modalities in Physical Therapy III
IÐN404G,Work Psychology
SJÚ609G,Neurological Physical therapy and Pathology
IÐN202G,Engineering communication
TAL111F,Developmental language disorders I
IÐN601G,Project
HMM120F,Fundamentals in Web Communications
ÍÞH109G,Anatomy
ÍÞH111G,Introduction to Sport- and Health studies
INT103G,Introduction to social and educational research
TÖL403G,Analysis of Algorithms
SJÚ508G,Pathology and physical therapy of the musculoskeletal system
SAG111G,Modernization in the Early Modern Period – World History II
SAG112G,Executions and Enlightenment. History of Iceland II
SPÆ110G,Composition I
SJÚ206G,Physiology
ENS521G,"Apocalypse Descending: AIDS, The Cold War and American Culture in ‘Angels in America’"
UME208F,Social and emotional learning in education
SAG270G,Economic and social history of Iceland since 1800 - History of Iceland III
TÆK503G,PLC/PAC
VÉL607G,Thesis Project
HMM240F,Culture and Cultural Communication
SFG207F,Sustainability education and learning
SPÆ201G,Composition II
VÉL610G,"Research, innovation and development"
UMV201M,Environmental Planning
BYG202M,Reinforced Concrete Structures 1
SAG103F,Private Archives
SAG206M,Research and sources in archives
UMV602M,Wastewater collection and urban drainage
SJÚ107G,Cell Physiology
MOM202G,Languages and Cultures II: Intellectual and Linguistic History
ENS522G,It’s a Disney World: The (pop-)cultural impact of Disney fairytales in the 21st century
MVS302F,Quantitative Methods I
TÆK509G,Project Management
TÆK601L,Thesis proposal
SJÚ309G,Social Environment
OSS121F,"Municipal spatial planning, politics and the environment"
IÐN508M,Operations Research 2
IÐN510M,Logistics & Environmental Engineering
ÍET214F,Literacy and subject teaching
IÐN509M,Design & Innovation of Production systems
SAG115G,Death and Rebirth - Introduction to Late Medieval Europe - World History I
REI505M,Machine Learning
TÖL029M,Introduction to Information Security
SJÚ509G,Health psychology and psychiatric physical therapy
SÆN106G,Swedish Grammar I
SÆN111G,Vocabulary and Word Formation
TÖL506M,Introduction to deep neural networks
VÉL072M,Selected Topics in Mechanical Engineering
SÆN203G,Sociolinguistics and Swedish Dialects
SJÚ512G,BS-thesis A
MOM402M,Languages and Culture II: The European Intellectual Tradition
SJÚ615G,BS-thesis B
VÉL503M,Design and Building of an Electric Formula Race Car - Part A
EVF602M,Reaction Design
MOM501M,"From Miðgarð to Marvel, Adaptations of Nordic Mythology in the Digital Age"
ÞRS515M,Family-centered early intervention: Theroy and practice
ÞÝS101G,German Pronunciation
ÞÝS102G,German for Special Purposes I
ÞÝS106G,Spoken German Skills I
LVF601M,Introduction to Systems Biology
IÐN612M,Service System Design
SJÚ402F,Clinical Education IV
FER213F,Innovation in Tourism
ÞÝS108G,German Grammar I
SNU201M,Earth in space
TAN401G,Clinical Oral Physiology II
LÆK615F,Forensic Medicine
ÞÝS311G,The History and Culture of the German-Speaking Countries
ÞÝS203G,The German-Speaking Countries I
FER510G,Tourism Planning and Policy
SJÚ210F,Review Essay in Physical Therapy MS
VÉL606M,Design and Building of an Electric Formula Race Car - Part B
KME108F,Language and Reading Disabilities
EÐL108G,Physics 1 R Lab
LJÓ111F,"Childbirth I – pregnancy, birth and postpartum"
TÆK702L,Final project
ÞÝS208G,Spoken Language Skills Course in Germany
SJÚ001F,Review Essay
EÐL301G,Solid State and Semiconductor Physics
EÐL506G,Nuclei and Particles
MAT508M,Fish Processing Technology 1
EÐLV01L,Research Project in Physics
EFN108G,General Chemistry 1
ÞÝS408G,Writing Skills in German IV: Communicative Skills
EFN110G,Chemistry Laboratory 1a
EFN113G,Chemistry Laboratory L
EFN114G,Introduction to Scientific Programming
ÍET104G,Icelandic as a school subject I
FRG316G,Forensic Social Work
EFN307G,Thermodynamics and Introduction to Statistical Mechanics
UAU116F,Science communication and thesis writing
UAU244F,Science communication and thesis writing
UAU247F,Strategic corporate social responsibility
EFN310G,Organic Chemistry Laboratory 1
EÐL101M,Advanced Topics in Classical Physics
LÆK208F,"Clinical Method: The doctor, his patient and the illness IV"
EFN311G,Physical Chemistry A
EFN315G,Thermodynamics and Introduction to Statistical Mechanics V
MEK5A7G,Computer Organization and Architecture
MEK5A3G,Embedded Systems
UAU122F,Fisheries in Iceland
LÝÐ301F,Biostatistics II (Clinical Prediction Models )
STÆ108G,Mathematics N
STÆ262L,Research Project
ENS621G,Beyond Shakespeare: Early Modern Drama
STÆ303G,Algebra
STÆ304G,Mathematical Analysis IIIA
FRA501F,French fairy tales: from Marie de France to the Enlightenment
FRA402F,Autobiographies
EÐL207G,Physics 2 R Lab
HJÚ525G,Geriatric Nursing
AMV602F,"Psychology of Language, Neurobiology and Genetics"
EFN204G,Chemistry III
ENS450F,Research Project: Satire and Society in Frances Burney’s novels
EFN211G,Chemistry Laboratory 2a
AMV313G,"Psychology of Language, Neurobiology and Genetics"
ÞJÓ205G,"Material Culture and Society: Objects, homes and bodies"
EFN407G,Organic Chemistry Laboratory 2
LYF222F,Basic training in clinical pharmacy II
EFN411G,Organic Chemistry Laboratory 2a
EFN413G,Physical Chemistry Laboratory AB
EFN414G,Instrumental Analysis A
LÆK406F,Ophthalmology
HJÚ529G,Family nursing
ÞÝS307G,Writing Skills in German V: Essay Writing
ÞÝS308G,German Language II
NLF206F,Nordic Communication
ÞÝS310G,Writing Skills in German III: Texts
LYF616G,Pharmaceutical Natural Product Chemistry
ÞÝS303G,Individual Study in German
ÞÝS405G,Individual Study in German
HBV301G,Requirements Engineering
ÞÝS306G,Landeskunde II: Current Events
EÐL515M,Dynamic Meteorology
ÞÝS701M,"On the trail of Literature and Culture in Austria, Germany and Switzerland"
EÐL527M,Astrophysics
EFN515M,Organic Chemistry 3
EFN516M,Organic Chemistry Laboratory 3
KME010F,School practicum
LYF409G,Medicinal Chemistry I
JAP105G,Japanese Society and Culture I
ÞÝS604G,German Translation B: Applied Translations from German
HJÚ632G,Family nursing in clinical practice
LSS212G,Visual arts for young children
IÐN122F,Introduction to master's studies in Industrial Engineering
EÐL610M,General Relativity
ÞÝS414G,German as a Foreign Language A
SFG009G,The earth and maps
FÉL446G,Project in Sociology
EÐL625M,"Astronomical Observations, Data Reduction and Analysis"
ABF844F,Direct study in seminar: Angry Men in Literature and Arts
MAS201M,Statistical Consulting
STÆ401M,Linear algebra II
ÞÝS808M,Blitz aus heiterem Himmel: Practical Contrastive Analysis of Icelandic and German
MAS202M,Applied data analysis
DAN313G,Danish Grammar II: Syntax
ÞÝS426G,German Linguistics I: Introduction to Linguistics
SJÚ611G,Gerontology for physical therapists
GFR204G,Introduction to Christian Theology
HJÚ824G,Emergency and Critical Care Nursing
GFR710F,Ecclesiology
UAU131F,Ecological Footprint Applications
SNU014G,Online learning and open education
HBV561L,Final project
LVF561L,Final project
LVF442L,Final project
UAU105F,Ecological Economics
REI561L,Final project
MVS213F,Introduction to quantitative Research
TÖL561L,Final project
VÉL561L,Final project
VON001F,"Thesis skills: project management, writing skills and presentation"
HMM241F,Digital and Social Innovation
ÍET005M,Literacy and dyslexia in language education
SAG354G,Communication and Presentation of History
STÆ106G,Linear Algebra A
MIS814F,Sagas and Places
TÁK501G,Theories of Interpreting
IÐN127F,Project in System thinking
ÍET002F,Literature and the fundamental pillars of education
FFR102M,Disability in Contemporary Culture
UAU115F,Orientation for ENR students
SAG817M,Episodes from the history of philosophy of science
UAU246F,Orientation for ENR students
SAG448G,Episodes from the history of philosophy of science
IÐN132F,Project in Technology Innovation Management
IÐN133F,Project in Engineering Management
LVF101F,Special topic in bioengineering
TÖL019F,Project in language technology
TÖL022F,Internship in Cybersecurity
STÆ107G,Linear Algebra
VÉL113F,Design Optimization
VÉL118F,Thesis
UAU128F,Ocean Sustainability
TAL217F,Statistics and methodology 1
LÍF401G,Developmental Biology
IÐN213F,Selected Topics in Time Series Analysis and Control Theory
IÐN214F,Thesis
IÐN216F,Field Course in Innovation and Entrepreneurship (II)
LÍF523G,Methods in Molecular Biology
UAU215F,Life Cycle Assessment
IÐN230F,Knowledge worker Productivity
UAU129F,Sustainable Finance
KME204F,Language Development and Literacy
IÐN232F,Project in Operation Management
LVF201F,Special topic in bioengineering
KME206G,Pedagogy of Compulsory School
TÖL204F,Seminar for MS-Students
VÉL212F,Nonlinear Finite Element Analysis
ÍSL615M,Literary Modernism
UAU018M,The Arctic Circle
VÉL215F,Computational Fluid Dynamics
VÉL217F,Thesis
SAG280G,Historical and Archaeological Approaches to Icelandic Medieval History
IÐN301G,Analysis of Processes and Systems
HSP444M,Seminar; John Stuart Mill
RAF615M,Engineering in Medicine
LSS202G,"Movement and dramatic expression, inside and outside"
HMM121F,Innovation - from idea to product
HMM803F,Generative AI and Creativity
HMM122F,"Communication channels I, documentaries, texts, images"
JEÐ561L,Final project
TÓS202F,Interdisciplinary Collaboration within Leisure- and School Systems
JAR240F,Interdisciplinary group project within renewable energy
HÍT502M,Nutrition in performance sports
UMV123F,Circular economy in the construction sector
JAR258F,Advanced Volcanology – eruption and shallow conduit processes
LÝÐ104F,"Determinants of health, health promotion and disease prevention"
JEÐ205F,Seminar on Current Geological Events
TÖL502M,Human Computer Interaction
ROT441L,Final project
ROT561L,Final project
RAF562L,Final project
TÖV561L,Final project
TÓS209G,Training I
LEI409G,Handling of radioactive chemicals
FRA218G,France-Iceland: A historical perspective
LÖG304G,Tort and Insurance Law I
VIÐ604G,Portfolio Management
FER113F,Graduate Field Course: Northern Tourism in Practice
FER561L,Final project
ILT002F,Prerequisite studies in Genetics
ENS455G,British Literature 1603-1789
ILT401L,Final Thesis
SAG508M,"Voters and polling stations: Exploring Iceland in global contexts, ca. 1800–2000"
AMF001F,Research Methods in Second Language Studies
LAN020F,"Natural hazards in Iceland: Types, distribution and causes"
HBV601G,Software Project 2
LAN118F,Geographical Perspectives
LAN561L,Final project
TÓS411G,Events and Project Management
LEF441L,Final project
ÍET002G,"Literature, Nationality and Culture"
LÍF118F,Methods in Molecular Biology
LEF561L,Final project
LÆK409G,Physiology B
HVS501M,Interdisciplinary cooperation in health sciences
LUF441L,Final project
KME211F,School practices and research
LÍF441L,Final project
LÍF561L,Final project
FÉL107G,Icelandic society
AMF004F,Computer Assisted Language Learning
UAU101F,"Sustainable Development, Environmental Policy and Resource Management"
MAN106G,Ethnography I
LAN021F,Individual Research Training
LAN022F,Research Internship
UME106F,Positive psychology and well-being
LAN215F,Natural hazards and society
FOR004M,Archaeological Field School at Hofstaðir
TÓS301G,Outdoor Recreation and Outdoor Learning in Life and Work
ÞÝS205G,German Literature I: Introduction to Literary Theory
LÍF229F,Graduate seminar in Ecology and Evolution
TÓS404G,Life skills
FÉL303G,Project in Sociology
RAF054F,Selected topics in Electrical and Computer Engineering
RAF055F,Selected topics in Electrical and Computer Engineering
TÓS510G,Leisure and challenges in modern society
EÐL561L,Final project
EÐL441L,Final project
EÐL442L,Final project
MON101G,Basic methods in food- and nutritional sciences
EFN561L,Final project
EFN441L,Final project
MAS302L,Final project
VFL561L,Final project
TÓS308G,Leisure and the elderly
STÆ441L,Final project
STÆ561L,Final project
STÆ331L,Final project
STÆ442L,Final project
STÆ562L,Final project
LÝÐ099F,Practical training in Public Health
EFN010F,Molecular spectroscopy and reaction dynamics
MAN004F,Readings in a specific area
MAS201F,Probability and Statistics
MAN329G,Religion and Magic
STÆ608F,Potential theory on graphs
HÍT201G,Nutrition and energy balance
UAU260F,Ecological Footprint informatics
SÁL414G,Developmental psychology
ILT101F,Seminar in Applied Biotechnology
BYG120F,Timber Structures 1
GSL302G,Microbiology and infection control
SÁL503G,Social Psychology
BYG561L,Final project
MAN433G,"Economic anthropology: Consumption, market and culture"
UMV562L,Final project
UMV561L,Final project
LSS403F,Theory and Practice II
UAU260M,Marine Protected Areas
TÓS412G,Inclusive research II
SJÚ207F,Sport Physical Therapy
UMV240F,Interdisciplinary Group Project Within Renewable Energy
TÖL431L,Final project
ILT201F,Seminar in Applied Biotechnology
ILT003F,Prerequisite studies in Cell biology
ILT001F,Prerequisite studies in Biochemistry
UMV122F,Sustainable City
LSS101G,The Preschool as a educational institution
HAG514M,Labour economics
LÍF109G,Genetics
MAN509M,Environmental anthropology
GFR211G,The History of Early Christianity
SÁL313G,Perception and Cognition A
GFR212G,The Greek of the New Testament
ÍÞH115G,Swimming technique and lifesaving
ÍÞH212G,Swimming teaching and first aid
KME206F,Reading and teaching to read: emphases and development
TÖL104G,Mathematical Structure
GFR108F,Introduction to Theology and Diaconia Studies
GFR413G,Greek II and the Exegesis of the NT: Mark and John
VIÐ192F,Consumer Behaviour
GFR331G,"The New Testament in Modern Society: Impact, Approach, and Application"
ÞJÓ104G,"Legends, Wonder Tales and Storytellers: The Study of Folk Narrative"
ÞJÓ110F,Humanimals: Relations between humans and animals
GFR709F,"The New Testament in Modern Society: Impact, Approach, and Application"
SFG205F,Iceland in modern times
GFR332G,Ecclesiology
STÆ211G,Mathematics for Physicists I
ÞJÓ307F,Seminar for MA students in Folkloristics/Ethnology II
SFG201G,Views of life and education
ÞJÓ335G,Workshop for BA theses in Folkloristics/Ethnology I
ÍET204G,Icelandic in the classroom II
EFN106G,Chemistry I
NSR025F,Practical Training II: Communication
LIS608M,The artist’s self and social identities
LÆK313G,Physiology A
HGF304G,English for Health Information Technicians - part 2
GKY202G,Creative mathematics learning
GKY401F,Learning and teaching - field practice II  d Teaching and Learning - field
SAF501G,Museum
AFB401L,MA thesis in Criminology
GFR806F,The Theology of Martin Luther
LÝÐ105F,Biostatistics I
VIÐ184F,Qualitative research methods
GFR807F,Old Testament Exegesis. Prophets
BYG116F,Soil Mechanics and Foundation Engineering 2
STJ360G,"Political communication: News, social media and marketing"
FMÞ101G,"Work Methods in Sociology, Anthropology and Folkloristics"
VIÐ201G,Computer Use and Spreadsheet
TAN409G,Internal Medicine
VIÐ274F,Organization and Behaviour
EÐL201G,Physics 2 V
TAN406G,Operative Dentistry I
TAN603G,Operative Dentistry V
TAN415G,Fixed Prosthodontics II
TAN410G,Periodontology II
SNU103F,The Teaching of Natural Sciences and Mathematics and practical training 1
UAU027F,Climate footprint for companies
TAN402G,Introduction to Clinical Work
FMÞ301G,Future cultures: extreme environments
ÞRÓ561L,Doctoral thesis
TAN405G,Endodontics I
GKY402F,Mathematics education for primary school
FÉL102G,General Sociology
FÉL302G,Project in Sociology
FÉL405G,Project in Sociology
FÉL304G,Project in Sociology
FÉL204G,Methodology: Research methods in social sciences
FÉL416G,Statistics II: Data analysis
MAN103G,Introduction to Anthropology
ÞJÓ103G,Introduction to Folkloristics
ÞJÓ204G,The Collection of Folklore
LEI605G,Molecular biology
ÞJÓ002F,Reading Course in MA Study
LVG008G,From an idea to a performance
KME111F,Mathematics for diverse student group
UPP105F,Information and Records Management
REI204M,High Performance Computing
UPP109F,Information studies and mediation in the society of diversity
ÞJÓ311F,Future cultures: extreme environments
FÉL301F,Social research methods
FÉL007F,Criminal Justice and Policing
MAN601F,Ethnographic methods
FFR201F,Seminar on Research for MA students
FMÞ103F,Introduction to Qualitative Research
FMÞ201F,Advanced Seminar in Qualitative Research
SÁL240F,Applied social psychology
SAF002F,Theories in Museum Studies
ÞJÓ102F,Seminar for MA students in Folkloristics/Ethnology I
SAF603M,Museums and Society: The Circus of Death?
SAF011F,Professional works: Case study analysis
SÁL304G,Parent training
SAF101F,Individual museum project: Fieldwork
SAF201F,Individual museum project: Fieldwork
SAF301F,Individual museum project: Fieldwork
FRA115G,"French society, politics and culture"
LSS210G,Music in early childhood
SAF016F,Museum!
HÍT001F,Social Skills Training and Empowering with focus on positive classroom management
FÉL262G,Sociology of Deviance
LEI103G,Chemistry A
FRA114G,The French speaking world - La francophonie
LEI207G,Chemistry B and Instrumentation
BLF103G,The Icelandic media system
GSL411G,CT technology 1
JAR308G,Sedimentology and sedimentary rocks
FÉL089F,Survey research methods
UAU258F,Marine Protected Areas
TÖL205G,"Computers, operating systems and digital literacy basics"
LÆK617F,Anaesthesia and Intensive Care
FRA412G,Representations of early modern France in film
UME005M,Volunteering:  Projects aiming at education and welfare
SNU205F,The teaching of natural sciences and mathematics and practical training 2
FÉL098F,Health and Inequality
ÞJÓ004G,"Being Icelandic: Icelandic Folktales, Beliefs and Popular Culture Past and Present"
UPP110F,Web Management
FÉL0A1F,Crime and Social Deviance
ABF103G,Critical Composition
LÖG503G,Civil and Criminal Procedure I
ÞJÓ304M,Applied folklore
LÆK314G,Biochemistry and Molecular Biology A
ÍSL614M,Stylistics
LIS805F,Art Criticism and Curation
RÚT805F,Publication - RÚT
UPP113F,"Library operations: Management, policy-making and development in professional work"
